EstablishmentID,InspectionDate,InspectionID,EstTypeDesc,premise_name,premise_adr1_num,premise_adr1_street,premise_city,premise_state,premise_zip,InspectionType,score,InspTypeSpecificViolID,ViolationDesc,critical_yn,Insp_Viol_Comments,rpt_area_id,ObjectId
104230,2/25/2025 5:00:00 AM,1917738,FOOD SERVICE,MCDONALD'S #6206,3340,BARDSTOWN RD,LOUISVILLE,KY,40218,REGULAR,89,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,Food-contact surfaces not cleaned and sanitized (sanitizer bucket at 10 PPM-corrected).   The approved sanitizing solution for manual/mechanical ware-washing is not at the proper concentration(dishwasher sanitizer at 0 PPM- must use 3 compartment sink until repaired).,605,3550
123971,12/4/2024 5:00:00 AM,1901209,FOOD SERVICE,LILY'S BAKERY,8112,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,86,13,"FOOD IN GOOD CONDITION, SAFE, AND UNADULTERATED",Yes,"Unwholesome spoiled fruits, vegetables or other foods. (Molded papaya in the reach-in cooler.)",605,3551
92131,12/4/2024 5:00:00 AM,1900779,FOOD SERVICE,PANERA BREAD #1669,13000,SHELBYVILLE RD,LOUISVILLE,KY,40223,REGULAR,88,24,TIME AS A PUBLIC HEALTH CONTROL:  PROCEDURES AND RECORDS,Yes,"Not following written procedures for using time as a public health control (Discarded time for Milk, Half & Half was at 1345 and items were not discarded until 1420). ",605,3552
123501,4/3/2025 4:00:00 AM,1926512,FOOD SERVICE,AFC SUSHI @ KROGER #502,10010,BALLARDSVILLE RD,LOUISVILLE,KY,40241,REGULAR,95,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,Food-contact surfaces not cleaned and sanitized. (Utensils/dishes in three-compartment sink) ,605,3553
123971,12/4/2024 5:00:00 AM,1901209,FOOD SERVICE,LILY'S BAKERY,8112,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,86,6,"PROPER EATING, TASTING, DRINKING, OR TOBACCO USE",Yes,Improper storage of employee food/drinks. (Partially eaten employee food stored inside of reach-in cooler next to and above customer food.),605,3554
92131,12/4/2024 5:00:00 AM,1900779,FOOD SERVICE,PANERA BREAD #1669,13000,SHELBYVILLE RD,LOUISVILLE,KY,40223,REGULAR,88,6,"PROPER EATING, TASTING, DRINKING, OR TOBACCO USE",Yes,Improper storage of personal drinks.  - Personal drinks stored next to the catering boxes by the bakery prep area  ,605,3555
123501,4/3/2025 4:00:00 AM,1926512,FOOD SERVICE,AFC SUSHI @ KROGER #502,10010,BALLARDSVILLE RD,LOUISVILLE,KY,40241,REGULAR,95,53,SEWAGE AND WASTEWATER PROPERLY DISPOSED,Yes,Leak at waste pipe of three-compartment sink. ,605,3556
92131,12/4/2024 5:00:00 AM,1900779,FOOD SERVICE,PANERA BREAD #1669,13000,SHELBYVILLE RD,LOUISVILLE,KY,40223,REGULAR,88,21,PROPER COLD HOLDING TEMPERATURES,Yes,TCS food not maintained at 5°C (41°F) or below.  - Holding onion soup at 120 degrees F at the warming unit. Other two soups were holding at 135 degrees F or above. Operator stated that they were cooling down the soups. Must use proper cooling method to meet the cooling parameter. ,605,3557
72901,2/27/2025 5:00:00 AM,1918294,FOOD SERVICE,JASMINE CHINESE CUISINE,13825,ENGLISH VILLA DR,LOUISVILLE,KY,40245,REGULAR,80,6,"PROPER EATING, TASTING, DRINKING, OR TOBACCO USE",Yes,"Employees eating, drinking, or smoking in unauthorized area.  ",605,3558
120801,10/10/2024 4:00:00 AM,1887442,FOOD SERVICE,ACE SUSHI @ MEIJER #160,4500,S HURSTBOURNE PKWY,LOUISVILLE,KY,40299,REGULAR,98,30,"COMPLIANCE WITH VARIANCE, SPECIALIZED PROCESS & HACCP PLAN",Yes,The permit holder is not complying with the HACCP plan or procedures.  Logbook is not filled out from 9/4/24. PIC showed pH for 10/10/24 using pH meter during inspection. ,605,3559
110150,12/4/2024 5:00:00 AM,1900819,FOOD SERVICE,EL COMAL TAQUERIA,9609,DIXIE HWY,LOUISVILLE,KY,40272,REGULAR,94,58,"INSECTS, RODENTS AND ANIMALS NOT PRESENT",Yes,live roaches observed,605,3560
72901,2/27/2025 5:00:00 AM,1918294,FOOD SERVICE,JASMINE CHINESE CUISINE,13825,ENGLISH VILLA DR,LOUISVILLE,KY,40245,REGULAR,80,10,Adequate hand washing facilities supplied and accessible,No,Hand washing sink used for other purposes than hand washing.  Observed food debris in hand sink. ,605,3561
117136,3/4/2025 5:00:00 AM,1919397,FOOD SERVICE,BAHN THAI & M,2226,HOLIDAY MANOR CTR,LOUISVILLE,KY,40222,REGULAR,87,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,The approved sanitizing solution for manual/mechanical ware-washing is not at the proper concentration.,605,3562
65555,1/9/2025 5:00:00 AM,1907807,FOOD SERVICE,TUMBLEWEED,4255,OUTER LOOP,LOUISVILLE,KY,40219,REGULAR,92,6,"PROPER EATING, TASTING, DRINKING, OR TOBACCO USE",Yes,Improper storage of employee food/drinks. (Employee food and drink stored on preparation table.) (Corrected),605,3563
117136,3/4/2025 5:00:00 AM,1919397,FOOD SERVICE,BAHN THAI & M,2226,HOLIDAY MANOR CTR,LOUISVILLE,KY,40222,REGULAR,87,53,SEWAGE AND WASTEWATER PROPERLY DISPOSED,Yes,Sewage and waste water not disposed of in an approved manner. (Dish Machine),605,3564
32659,3/7/2025 5:00:00 AM,1920465,FOOD SERVICE,BIG SPRING MAIN KITCHEN,5901,DUTCHMANS LN,LOUISVILLE,KY,40205,REGULAR,90,25,PROPER DATE MARKING AND DISPOSITION,Yes,"Food not clearly marked to indicate the date or day by which the food shall be consumed, sold or discarded.",605,3565
65555,1/9/2025 5:00:00 AM,1907807,FOOD SERVICE,TUMBLEWEED,4255,OUTER LOOP,LOUISVILLE,KY,40219,REGULAR,92,23,PROPER COOLING TIME AND TEMPERATURE,Yes,TCS food requiring refrigeration not rapidly cooled to an internal temperature of 5°C (41°F) or below. (Cooked rice holding between 107 to 135 degrees F after cooling for over 2 hours.) (Discarded),605,3566
117136,3/4/2025 5:00:00 AM,1919397,FOOD SERVICE,BAHN THAI & M,2226,HOLIDAY MANOR CTR,LOUISVILLE,KY,40222,REGULAR,87,58,"INSECTS, RODENTS AND ANIMALS NOT PRESENT",Yes,Presence of insects.,605,3567
72901,2/27/2025 5:00:00 AM,1918294,FOOD SERVICE,JASMINE CHINESE CUISINE,13825,ENGLISH VILLA DR,LOUISVILLE,KY,40245,REGULAR,80,15,Food separated and protected,No,Ready-to-eat food subject to contamination by raw animal product. (Raw chicken on top of vegetables)   Raw products stored next to ready-to-eat items.   ,605,3568
32659,3/7/2025 5:00:00 AM,1920465,FOOD SERVICE,BIG SPRING MAIN KITCHEN,5901,DUTCHMANS LN,LOUISVILLE,KY,40205,REGULAR,90,29,"TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, USED",Yes,Chemicals not properly labeled.,605,3569
65773,10/31/2024 4:00:00 AM,1893014,FOOD SERVICE,COUNTRY INN SUITES,1241,KENTUCKY MILLS DR,LOUISVILLE,KY,40299,REGULAR,83,2,Certified food protection manager,No,No certified food manager present.,605,3570
72901,2/27/2025 5:00:00 AM,1918294,FOOD SERVICE,JASMINE CHINESE CUISINE,13825,ENGLISH VILLA DR,LOUISVILLE,KY,40245,REGULAR,80,21,PROPER COLD HOLDING TEMPERATURES,Yes,Raw eggs in the shell not maintained at 7°C (45°F) or below.,605,3571
110735,3/24/2025 4:00:00 AM,1923974,FOOD SERVICE,J & J CAFE,3441,BRECKENRIDGE LN,LOUISVILLE,KY,40220,REGULAR,95,21,PROPER COLD HOLDING TEMPERATURES,Yes,TCS food not maintained at 5°C (41°F) or below.,605,3572
32659,3/7/2025 5:00:00 AM,1920465,FOOD SERVICE,BIG SPRING MAIN KITCHEN,5901,DUTCHMANS LN,LOUISVILLE,KY,40205,REGULAR,90,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,Food-contact surfaces not cleaned and sanitized.,605,3573
110735,3/24/2025 4:00:00 AM,1923974,FOOD SERVICE,J & J CAFE,3441,BRECKENRIDGE LN,LOUISVILLE,KY,40220,REGULAR,95,25,PROPER DATE MARKING AND DISPOSITION,Yes,"Food not clearly marked to indicate the date or day by which the food shall be consumed, sold or discarded.",605,3574
72901,2/27/2025 5:00:00 AM,1918294,FOOD SERVICE,JASMINE CHINESE CUISINE,13825,ENGLISH VILLA DR,LOUISVILLE,KY,40245,REGULAR,80,25,PROPER DATE MARKING AND DISPOSITION,Yes,"Food not clearly marked to indicate the date or day by which the food shall be consumed, sold or discarded.",605,3575
72901,2/27/2025 5:00:00 AM,1918294,FOOD SERVICE,JASMINE CHINESE CUISINE,13825,ENGLISH VILLA DR,LOUISVILLE,KY,40245,REGULAR,80,36,Approved thawing methods used,No,"Improper thawing method being used for TCS food.  TCS food can be thawed under cold, running water; under refrigeration; microwave if cooked immediately or frozen to cooking.",605,3576
72901,2/27/2025 5:00:00 AM,1918294,FOOD SERVICE,JASMINE CHINESE CUISINE,13825,ENGLISH VILLA DR,LOUISVILLE,KY,40245,REGULAR,80,38,Food properly labeled; original container,No,Bulk food not stored in the product container or package in which it was obtained and without identifying label.  Containers without label.,605,3577
72901,2/27/2025 5:00:00 AM,1918294,FOOD SERVICE,JASMINE CHINESE CUISINE,13825,ENGLISH VILLA DR,LOUISVILLE,KY,40245,REGULAR,80,39,"Contamination prevented during food preparation, storage and display",No,Food not protected during display.  Food not stored at least 6 inches above the floor.,605,3578
72901,2/27/2025 5:00:00 AM,1918294,FOOD SERVICE,JASMINE CHINESE CUISINE,13825,ENGLISH VILLA DR,LOUISVILLE,KY,40245,REGULAR,80,48,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used",No,"Equipment is not maintained in good repair or does not allow for proper adjustment.  Food/nonfood-contact surface is not durable, corrosion resistant and nonabsorbent. Shelves rusted/disrepair in walk-in cooler and reach-in cooler.  Gasket of walk-in cooler in disrepair.  Food/nonfood-contact surface allows the migration of deleterious substances or impart colors, odors or tastes. Food stored in cardboars boxes and plastic bags. ",605,3579
72901,2/27/2025 5:00:00 AM,1918294,FOOD SERVICE,JASMINE CHINESE CUISINE,13825,ENGLISH VILLA DR,LOUISVILLE,KY,40245,REGULAR,80,50,Nonfood-contact surfaces clean,No,Nonfood-contact surfaces have accumulation of soil.  Nonfood-contact surfaces of equipment not cleaned at a frequency to prevent accumulation of soil residue.,605,3580
72901,2/27/2025 5:00:00 AM,1918294,FOOD SERVICE,JASMINE CHINESE CUISINE,13825,ENGLISH VILLA DR,LOUISVILLE,KY,40245,REGULAR,80,51,Hot and cold water available; adequate pressure; plumbing maintained,No,Plumbing not maintained in good repair.  Leak at three-compartment sink in kitchen and sushi area.   Condensate leak in reach-in cooler. Using tray to catch condensate under unit. ,605,3581
72901,2/27/2025 5:00:00 AM,1918294,FOOD SERVICE,JASMINE CHINESE CUISINE,13825,ENGLISH VILLA DR,LOUISVILLE,KY,40245,REGULAR,80,55,Garbage/refuse properly disposed; facilities maintained,No,Outside garbage/refuse storage area is not clean.  Garbage/refuse containers not covered as required.  Two grease dumpsters in the garbage pen. ,605,3582
72901,2/27/2025 5:00:00 AM,1918294,FOOD SERVICE,JASMINE CHINESE CUISINE,13825,ENGLISH VILLA DR,LOUISVILLE,KY,40245,REGULAR,80,56,"Physical facilities installed, maintained and clean",No,Employee clothing/possessions not stored properly.  Floors not clean.  Floors not maintained properly. Tiles in disrepair.  Walls and ceiling not clean.  Walk-in cooler inside has heavy dust build-up.   Fan vents in walk-in cooler not clean.   Need cleaning by grill and under equipment. ,605,3583
72901,2/27/2025 5:00:00 AM,1918294,FOOD SERVICE,JASMINE CHINESE CUISINE,13825,ENGLISH VILLA DR,LOUISVILLE,KY,40245,REGULAR,80,44,"In-use utensils, properly stored",No,Suitable dispensing utensil not being used by employee for handling food.  Scoop(s) without handle used in food container.,605,3584
120124,10/23/2024 4:00:00 AM,1890779,FOOD SERVICE (HOSPITAL / NURSING HOME,ARCADIA OF LOUISVILLE PC BLANKENBAKER,903,BLANKENBAKER PKWY,LOUISVILLE,KY,40243,REGULAR,89,6,"PROPER EATING, TASTING, DRINKING, OR TOBACCO USE",Yes,Personal drink stored on the prep line.,605,3585
120124,10/23/2024 4:00:00 AM,1890779,FOOD SERVICE (HOSPITAL / NURSING HOME,ARCADIA OF LOUISVILLE PC BLANKENBAKER,903,BLANKENBAKER PKWY,LOUISVILLE,KY,40243,REGULAR,89,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,The utensil (kitchenware/tableware) surface temperature on a hot water mechanical operation is less than 71°C (160°F).,605,3586
120124,10/23/2024 4:00:00 AM,1890779,FOOD SERVICE (HOSPITAL / NURSING HOME,ARCADIA OF LOUISVILLE PC BLANKENBAKER,903,BLANKENBAKER PKWY,LOUISVILLE,KY,40243,REGULAR,89,21,PROPER COLD HOLDING TEMPERATURES,Yes,"TCS food not maintained at 5°C (41°F) or below.  - Sliced tomatoes, lettuce and cheddar cheese slices holding at 58 degrees F (Discarded).",605,3587
66831,11/20/2024 5:00:00 AM,1897944,FOOD SERVICE,CARRABBA'S ITALIAN GRILL #6801,617,S HURSTBOURNE PKWY,LOUISVILLE,KY,40223,REGULAR,92,21,PROPER COLD HOLDING TEMPERATURES,Yes,TCS food not maintained at 5°C (41°F) or below. (cooler by grills holding food at 46-58 degrees farenheit).,605,3588
66831,11/20/2024 5:00:00 AM,1897944,FOOD SERVICE,CARRABBA'S ITALIAN GRILL #6801,617,S HURSTBOURNE PKWY,LOUISVILLE,KY,40223,REGULAR,92,25,PROPER DATE MARKING AND DISPOSITION,Yes,"Food being held past 7 days (broccoli, calamari)",605,3589
110726,10/25/2024 4:00:00 AM,1891470,FOOD SERVICE,I LOVE TACOS,9909,TAYLORSVILLE RD,LOUISVILLE,KY,40299,REGULAR,94,53,SEWAGE AND WASTEWATER PROPERLY DISPOSED,Yes,"Sewage and waste water not disposed of in an approved manner. (leak at 3 compartment sink, leaking on floor).",605,3590
110726,10/25/2024 4:00:00 AM,1891470,FOOD SERVICE,I LOVE TACOS,9909,TAYLORSVILLE RD,LOUISVILLE,KY,40299,REGULAR,94,29,"TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, USED",Yes,Chemical bottles not labeled. ,605,3591
82652,3/30/2025 4:00:00 AM,1925051,FOOD SERVICE,OUTERLIMITS,721,GAGEL AVE,LOUISVILLE,KY,40216,REGULAR,91,53,SEWAGE AND WASTEWATER PROPERLY DISPOSED,Yes,"Sewage and waste water not disposed of in an approved manner.  DRAINS BACKING UP IN BOTH RESTROOMS, PLUMBER CALLED  MUST REPAIR NOW OR CLOSE FACILITY",605,3592
82652,3/30/2025 4:00:00 AM,1925051,FOOD SERVICE,OUTERLIMITS,721,GAGEL AVE,LOUISVILLE,KY,40216,REGULAR,91,6,"PROPER EATING, TASTING, DRINKING, OR TOBACCO USE",Yes,"Employees eating, drinking, or smoking in unauthorized area.  NO PERSONA DRINKS ALLOWED IN FOOD AREAS  OBSERVED PEPSI IN FREEZER  ",605,3593
120772,2/27/2025 5:00:00 AM,1918315,SELF-CONTAINED MOBILE FOOD UNITS,CHURROS ALEXA,,MOBILE TRAILER 6070,LOUISVILLE,KY,40202,REGULAR,91,8,HANDS CLEAN AND PROPERLY WASHED,Yes,no running water for hand washing,605,3594
120772,2/27/2025 5:00:00 AM,1918315,SELF-CONTAINED MOBILE FOOD UNITS,CHURROS ALEXA,,MOBILE TRAILER 6070,LOUISVILLE,KY,40202,REGULAR,91,22,PROPER HOT HOLDING TEMPERATURES,Yes,food needs to be kept either hot after cooked or cooled appropriately ,605,3595
120772,2/27/2025 5:00:00 AM,1918315,SELF-CONTAINED MOBILE FOOD UNITS,CHURROS ALEXA,,MOBILE TRAILER 6070,LOUISVILLE,KY,40202,REGULAR,91,52,PLUMBING INSTALLED; PROPER BACKFLOW DEVICES,Yes,no running hot water available,605,3596
123416,10/22/2024 4:00:00 AM,1890555,FOOD SERVICE,MARISCOS LOS PLEBES,5501,VALLEY STATION RD,LOUISVILLE,KY,40272,REGULAR,92,25,PROPER DATE MARKING AND DISPOSITION,Yes,cooked food items need to have proper date labelling,605,3597
110087,10/3/2024 4:00:00 AM,1885889,FOOD SERVICE,WAFFLE HOUSE #1568,4029,TAYLORSVILLE RD,LOUISVILLE,KY,40220,REGULAR,93,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,The utensil (kitchenware/tableware) surface temperature on a hot water mechanical operation is less than 71°C (160°F).,605,3598
110087,10/3/2024 4:00:00 AM,1885889,FOOD SERVICE,WAFFLE HOUSE #1568,4029,TAYLORSVILLE RD,LOUISVILLE,KY,40220,REGULAR,93,53,SEWAGE AND WASTEWATER PROPERLY DISPOSED,Yes,Sewage and waste water not disposed of in an approved manner.,605,3599
106114,3/14/2025 4:00:00 AM,1922158,FOOD SERVICE (HOSPITAL / NURSING HOME,CREEKSIDE ON BARDSTOWN,3535,BARDSTOWN RD,LOUISVILLE,KY,40218,REGULAR,87,13,"FOOD IN GOOD CONDITION, SAFE, AND UNADULTERATED",Yes,"Canned food products observed that indicate swelling, leaking, rusting or severe dents (pull cans and set aside for credit).",605,3600
122738,12/18/2024 5:00:00 AM,1904982,FOOD SERVICE,SKYLINE CHILI,4024,DUTCHMANS LN,LOUISVILLE,KY,40207,REGULAR,94,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,Food-contact surfaces not cleaned and sanitized.  The approved sanitizing solution for manual/mechanical ware-washing is not at the proper concentration.,605,3601
50277,11/3/2024 4:00:00 AM,1893583,FOOD SERVICE,PAPA JOHNS #21,3983,7TH STREET RD STE B,LOUISVILLE,KY,40216,REGULAR,87,6,"PROPER EATING, TASTING, DRINKING, OR TOBACCO USE",Yes,NO PERSONA DRINKS ALLOWED IN FOOD AREAS  OBSERVED WATER BOTTLE ON  PREP TABLE  CORRECTED,605,3602
50277,11/3/2024 4:00:00 AM,1893583,FOOD SERVICE,PAPA JOHNS #21,3983,7TH STREET RD STE B,LOUISVILLE,KY,40216,REGULAR,87,8,HANDS CLEAN AND PROPERLY WASHED,Yes,Hands not washed properly.  OBSERVED MANAGER NOT USING BARRIER TO TURN OFF FAUCET AFTER WASHING HANDS  ,605,3603
123609,11/8/2024 5:00:00 AM,1894829,SELF-CONTAINED MOBILE FOOD UNITS,KABUKI HIBACHI FOOD TRUCK,,MOBILE TRAILER 6201,LOUISVILLE,KY,40202,REGULAR,90,21,PROPER COLD HOLDING TEMPERATURES,Yes,Raw eggs in the shell not maintained at 7°C (45°F) or below.,605,3604
123609,11/8/2024 5:00:00 AM,1894829,SELF-CONTAINED MOBILE FOOD UNITS,KABUKI HIBACHI FOOD TRUCK,,MOBILE TRAILER 6201,LOUISVILLE,KY,40202,REGULAR,90,25,PROPER DATE MARKING AND DISPOSITION,Yes,"Food not marked to indicate the date or day by which the food shall be consumed, sold or discarded (Corrected).",605,3605
123609,11/8/2024 5:00:00 AM,1894829,SELF-CONTAINED MOBILE FOOD UNITS,KABUKI HIBACHI FOOD TRUCK,,MOBILE TRAILER 6201,LOUISVILLE,KY,40202,REGULAR,90,8,HANDS CLEAN AND PROPERLY WASHED,Yes,Hands not washed to prevent contamination from previous task. Employee not washed hands after making sanitizer solution and resumed to prepare foods.,605,3606
100724,2/12/2025 5:00:00 AM,1915287,FOOD SERVICE,IT'S KENTUCKY CHICKEN Y'ALL EH3,937,PHILLIPS LN,LOUISVILLE,KY,40209,REGULAR,96,52,PLUMBING INSTALLED; PROPER BACKFLOW DEVICES,Yes,Hand washing sink not provided for outdoor frying area.,605,3607
122491,1/27/2025 5:00:00 AM,1911490,FOOD SERVICE,SCOOTER'S COFFEE,10515,TAYLORSVILLE RD,LOUISVILLE,KY,40299,REGULAR,91,6,"PROPER EATING, TASTING, DRINKING, OR TOBACCO USE",Yes,"Employees eating, drinking, or smoking in unauthorized area in food prep area with container without lid and straw.corrected",605,3608
122491,1/27/2025 5:00:00 AM,1911490,FOOD SERVICE,SCOOTER'S COFFEE,10515,TAYLORSVILLE RD,LOUISVILLE,KY,40299,REGULAR,91,8,HANDS CLEAN AND PROPERLY WASHED,Yes,Employee observed drinking in food prep area and did not wash hands before preparing food/drink. corrected,605,3609
89389,2/17/2025 5:00:00 AM,1916001,FOOD SERVICE,TROLL PUB UNDER THE BRIDGE,150,W WASHINGTON ST,LOUISVILLE,KY,40202,REGULAR,84,10,Adequate hand washing facilities supplied and accessible,No,Hand sink used for other uses than hand washing  ,605,3610
89389,2/17/2025 5:00:00 AM,1916001,FOOD SERVICE,TROLL PUB UNDER THE BRIDGE,150,W WASHINGTON ST,LOUISVILLE,KY,40202,REGULAR,84,20,PROPER REHEATING PROCEDURES FOR HOT HOLDING,Yes,"TCS foods which have been cooked and then refrigerated are not reheated rapidly to 74°C (165°F) or higher.  (cheese sauce on the hot holding line at 49F, had been placed on the line 1hr 15min ago, corrected - removed from hot line and placed under refrigeration)",605,3611
89389,2/17/2025 5:00:00 AM,1916001,FOOD SERVICE,TROLL PUB UNDER THE BRIDGE,150,W WASHINGTON ST,LOUISVILLE,KY,40202,REGULAR,84,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,"The approved sanitizing solution for manual/mechanical ware-washing is not at the proper concentration. (machine tested at 0 ppm, corrected)",605,3612
89389,2/17/2025 5:00:00 AM,1916001,FOOD SERVICE,TROLL PUB UNDER THE BRIDGE,150,W WASHINGTON ST,LOUISVILLE,KY,40202,REGULAR,84,38,Food properly labeled; original container,No,Containers not properly labeled. (unlabeled spray bottle with water on cook line),605,3613
89389,2/17/2025 5:00:00 AM,1916001,FOOD SERVICE,TROLL PUB UNDER THE BRIDGE,150,W WASHINGTON ST,LOUISVILLE,KY,40202,REGULAR,84,48,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used",No,Food/nonfood-contact surface is not smooth and easily cleanable. (cutting board on flame grill melted and deep grooves),605,3614
89389,2/17/2025 5:00:00 AM,1916001,FOOD SERVICE,TROLL PUB UNDER THE BRIDGE,150,W WASHINGTON ST,LOUISVILLE,KY,40202,REGULAR,84,50,Nonfood-contact surfaces clean,No,Nonfood-contact surfaces have accumulation of soil. (fan on cook line with accumulation of soil),605,3615
89389,2/17/2025 5:00:00 AM,1916001,FOOD SERVICE,TROLL PUB UNDER THE BRIDGE,150,W WASHINGTON ST,LOUISVILLE,KY,40202,REGULAR,84,56,"Physical facilities installed, maintained and clean",No,Ceiling not clean.,605,3616
89389,2/17/2025 5:00:00 AM,1916001,FOOD SERVICE,TROLL PUB UNDER THE BRIDGE,150,W WASHINGTON ST,LOUISVILLE,KY,40202,REGULAR,84,57,Adequate ventilation and lighting,No,Employee personal items not properly stored,605,3617
89389,2/17/2025 5:00:00 AM,1916001,FOOD SERVICE,TROLL PUB UNDER THE BRIDGE,150,W WASHINGTON ST,LOUISVILLE,KY,40202,REGULAR,84,39,"Contamination prevented during food preparation, storage and display",No,"Food stored where exposed to splash, dust, or other contamination. (food stored in front of bar hand sink)",605,3618
89389,2/17/2025 5:00:00 AM,1916001,FOOD SERVICE,TROLL PUB UNDER THE BRIDGE,150,W WASHINGTON ST,LOUISVILLE,KY,40202,REGULAR,84,22,PROPER HOT HOLDING TEMPERATURES,Yes,"TCS food not maintained at 57°C (135°F) or above. (cheese sauce at 120F, corrected - reheated to 165F, hot holding unit was filled more with boiling water)",605,3619
109676,2/20/2025 5:00:00 AM,1916646,FOOD SERVICE,YEN CHING,1850,S HURSTBOURNE PKWY,LOUISVILLE,KY,40220,REGULAR,91,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,Food-contact surfaces not cleaned and sanitized.,605,3620
116194,1/31/2025 5:00:00 AM,1912814,FOOD SERVICE,BLACK OLIVE,2745,CRITTENDEN DR,LOUISVILLE,KY,40209,REGULAR,90,21,PROPER COLD HOLDING TEMPERATURES,Yes,TCS food not maintained at 5°C (41°F) or below. (Reach in cooler out),605,3621
116194,1/31/2025 5:00:00 AM,1912814,FOOD SERVICE,BLACK OLIVE,2745,CRITTENDEN DR,LOUISVILLE,KY,40209,REGULAR,90,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,The approved sanitizing solution for manual/mechanical ware-washing is not at the proper concentration. (Dishwasher not sanitizing),605,3622
116191,1/31/2025 5:00:00 AM,1912816,FOOD SERVICE,EL NOPAL,2745,CRITTENDEN DR,LOUISVILLE,KY,40209,REGULAR,94,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,The approved sanitizing solution for manual/mechanical ware-washing is not at the proper concentration.,605,3623
120904,12/26/2024 5:00:00 AM,1906032,FOOD SERVICE,MCDONALD'S #4924,3100,POPLAR LEVEL RD,LOUISVILLE,KY,40217,REGULAR,93,21,PROPER COLD HOLDING TEMPERATURES,Yes,"TCS food not maintained at 5°C (41°F) or below. (cheese 48 degrees farenheit, sausage breakfast burittos 53 degrees farenheit)- discarded",605,3624
120904,12/26/2024 5:00:00 AM,1906032,FOOD SERVICE,MCDONALD'S #4924,3100,POPLAR LEVEL RD,LOUISVILLE,KY,40217,REGULAR,93,53,SEWAGE AND WASTEWATER PROPERLY DISPOSED,Yes,Sewage and waste water not disposed of in an approved manner. (leak under three compartment sink).,605,3625
33854,11/6/2024 5:00:00 AM,1894228,FOOD SERVICE,BROWN MAIN KITCHEN,335,W BROADWAY,LOUISVILLE,KY,40202,REGULAR,96,23,PROPER COOLING TIME AND TEMPERATURE,Yes,TCS food requiring refrigeration not rapidly cooled to an internal temperature of 5°C (41°F) or below. (tomato soup and sausage gravy dated 11/5 internal temperature at 50F; voluntarily discarded),605,3626
103898,10/24/2024 4:00:00 AM,1891186,FOOD SERVICE,JOELLA'S HOT CHICKEN,13401,SHELBYVILLE RD,LOUISVILLE,KY,40245,REGULAR,95,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,The utensil (kitchenware/tableware) surface temperature on a hot water mechanical operation is less than 71°C (160°F).,605,3627
123785,11/15/2024 5:00:00 AM,1896570,FOOD SERVICE,LOS CABOS MEXICAN GRILL,11470,PRESTON HWY,LOUISVILLE,KY,40229,REGULAR,92,58,"INSECTS, RODENTS AND ANIMALS NOT PRESENT",Yes,Presence of insects. (Live roaches observed around ice machine.),605,3628
123785,11/15/2024 5:00:00 AM,1896570,FOOD SERVICE,LOS CABOS MEXICAN GRILL,11470,PRESTON HWY,LOUISVILLE,KY,40229,REGULAR,92,13,"FOOD IN GOOD CONDITION, SAFE, AND UNADULTERATED",Yes,"Unwholesome spoiled fruits, vegetables or other foods. (Queso prepared on 11/5) (Discarded)",605,3629
110871,10/5/2024 4:00:00 AM,1886054,FOOD SERVICE,RICKY B'S CLUB CAFE,2901,BROWNSBORO RD,LOUISVILLE,KY,40206,REGULAR,89,29,"TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, USED",Yes,"TOXIC ITEM, CLEANER MISSING LABEL",605,3630
110871,10/5/2024 4:00:00 AM,1886054,FOOD SERVICE,RICKY B'S CLUB CAFE,2901,BROWNSBORO RD,LOUISVILLE,KY,40206,REGULAR,89,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,The approved sanitizing solution for manual/mechanical ware-washing is not at the proper concentration.,605,3631
46365,1/16/2025 5:00:00 AM,1909132,FOOD SERVICE,COTTAGE CAFE,11609,MAIN ST,LOUISVILLE,KY,40243,REGULAR,92,8,HANDS CLEAN AND PROPERLY WASHED,Yes,Employee coughed in hands without washing them before returning to dish washing task.corrected,605,3632
